Year,State,District,Post_Monsoon,Pre_Monsoon
2020-21,Odisha,Mayurbhanj,2 to 5,5 to 10
2020-21,Odisha,Nabarangapur,2 to 5,5 to 10
2020-21,Odisha,Nayagarh,0 to 2,2 to 5
2020-21,Odisha,Nuapada,2 to 5,5 to 10
2020-21,Odisha,Puri,0 to 2,2 to 5
2020-21,Odisha,Rayagada,0 to 2,2 to 5
2020-21,Odisha,Sambalpur,0 to 2,5 to 10
2020-21,Odisha,Subarnapur,0 to 2,5 to 10
2020-21,Odisha,Sundargarh,2 to 5,2 to 5
2020-21,Puducherry,Karaikal,2 to 5,2 to 5
2020-21,Puducherry,Puducherry,5 to 10,20 to 40
2020-21,Punjab,Amritsar,10 to 20,10 to 20
2020-21,Punjab,Barnala,20 to 40,20 to 40
2020-21,Punjab,Bathinda,10 to 20,10 to 20
2020-21,Punjab,Faridkot,2 to 5,5 to 10
2020-21,Punjab,Fatehgarh Sahib,20 to 40,20 to 40
2020-21,Punjab,Fazilka,2 to 5,2 to 5
2020-21,Punjab,Ferozepur,10 to 20,10 to 20
2020-21,Punjab,Gurdaspur,5 to 10,5 to 10
2020-21,Punjab,Hoshiarpur,5 to 10,5 to 10
2020-21,Punjab,Jalandhar,20 to 40,20 to 40
2020-21,Punjab,Kapurthala,10 to 20,10 to 20
2020-21,Punjab,Ludhiana,20 to 40,20 to 40
2020-21,Punjab,Mansa,10 to 20,10 to 20
2020-21,Punjab,Moga,20 to 40,20 to 40
2020-21,Punjab,Muktsar,2 to 5,2 to 5
2020-21,Punjab,Nawanshahr/Sbs Nagar,10 to 20,10 to 20
2020-21,Punjab,Pathankot,2 to 5,5 to 10
2020-21,Punjab,Patiala,20 to 40,20 to 40
2020-21,Punjab,Rupnagar,5 to 10,5 to 10
2020-21,Punjab,Sangrur,20 to 40,20 to 40
2020-21,Punjab,Sas Nagar/Mohali,10 to 20,20 to 40
2020-21,Punjab,Tarn Taran,20 to 40,20 to 40
2020-21,Rajasthan,Ajmer,2 to 5,2 to 5
2020-21,Rajasthan,Alwar,20 to 40,20 to 40
2020-21,Rajasthan,Banswara,2 to 5,5 to 10
2020-21,Rajasthan,Baran,2 to 5,5 to 10
2020-21,Rajasthan,Barmer,20 to 40,>40
2020-21,Rajasthan,Bharatpur,10 to 20,5 to 10
2020-21,Rajasthan,Bhilwara,2 to 5,10 to 20
2020-21,Rajasthan,Bikaner,>40,10 to 20
2020-21,Rajasthan,Bundi,2 to 5,5 to 10
2020-21,Rajasthan,Chittorgarh,5 to 10,10 to 20
2020-21,Rajasthan,Churu,20 to 40,20 to 40
2020-21,Rajasthan,Dausa,20 to 40,20 to 40
2020-21,Rajasthan,Dhaulpur,10 to 20,10 to 20
2020-21,Rajasthan,Dungarpur,2 to 5,5 to 10
2020-21,Rajasthan,Hanumangarh,20 to 40,10 to 20
2020-21,Rajasthan,Jaipur,>40,10 to 20
2020-21,Rajasthan,Jaisalmer,20 to 40,10 to 20
2020-21,Rajasthan,Jalore,>40,>40
2020-21,Rajasthan,Jhalawar,5 to 10,5 to 10
2020-21,Rajasthan,Jhunjhunu,>40,>40
2020-21,Rajasthan,Jodhpur,>40,>40
2020-21,Rajasthan,Karauli,20 to 40,>40
2020-21,Rajasthan,Kota,5 to 10,2 to 5
2020-21,Rajasthan,Mahi Banswara,2 to 5,5 to 10
2020-21,Rajasthan,Nagaur,20 to 40,20 to 40
2020-21,Rajasthan,Pali,5 to 10,5 to 10
2020-21,Rajasthan,Pratapgarh,2 to 5,5 to 10
2020-21,Rajasthan,Rajsamand,2 to 5,10 to 20
2020-21,Rajasthan,Sawai Madhopur,5 to 10,5 to 10
2020-21,Rajasthan,Sikar,>40,>40
2020-21,Rajasthan,Sirohi,2 to 5,10 to 20
2020-21,Rajasthan,Sri Ganganagar,10 to 20,10 to 20
2020-21,Rajasthan,Tonk,2 to 5,2 to 5
2020-21,Rajasthan,Udaipur,2 to 5,5 to 10
2020-21,Tamil Nadu,Ariyalur,2 to 5,2 to 5
2020-21,Tamil Nadu,Chennai,2 to 5,2 to 5
2020-21,Tamil Nadu,Coimbatore,2 to 5,10 to 20
2020-21,Tamil Nadu,Cuddalore,2 to 5,5 to 10
2020-21,Tamil Nadu,Dharmapuri,5 to 10,10 to 20
2020-21,Tamil Nadu,Dindigul,10 to 20,5 to 10
2020-21,Tamil Nadu,Erode,2 to 5,5 to 10
2020-21,Tamil Nadu,Kancheepuram,2 to 5,2 to 5
2020-21,Tamil Nadu,Kanyakumari,5 to 10,5 to 10
2020-21,Tamil Nadu,Karur,5 to 10,5 to 10
2020-21,Tamil Nadu,Krishnagiri,5 to 10,5 to 10
2020-21,Tamil Nadu,Madurai,5 to 10,10 to 20
2020-21,Tamil Nadu,Nagapattinam,2 to 5,2 to 5
2020-21,Tamil Nadu,Namakkal,5 to 10,10 to 20
2020-21,Tamil Nadu,Nilgiris,2 to 5,2 to 5
2020-21,Tamil Nadu,Perambalur,5 to 10,5 to 10
2020-21,Tamil Nadu,Pudukkottai,2 to 5,5 to 10
2020-21,Tamil Nadu,Ramanathapuram,2 to 5,2 to 5
2020-21,Tamil Nadu,Salem,2 to 5,5 to 10
2020-21,Tamil Nadu,Sivaganga,5 to 10,5 to 10
2020-21,Tamil Nadu,Thanjavur,2 to 5,2 to 5
2020-21,Tamil Nadu,Theni,5 to 10,10 to 20
2020-21,Tamil Nadu,Thoothukudi,2 to 5,2 to 5
2020-21,Tamil Nadu,Tiruchirappalli,5 to 10,5 to 10
2020-21,Tamil Nadu,Tirunelveli,2 to 5,2 to 5
2020-21,Tamil Nadu,Tiruppur,2 to 5,10 to 20
2020-21,Tamil Nadu,Tiruvallur,2 to 5,5 to 10
2020-21,Tamil Nadu,Tiruvannamalai,2 to 5,5 to 10
2020-21,Tamil Nadu,Tiruvarur,2 to 5,2 to 5
2020-21,Tamil Nadu,Trichy,5 to 10,5 to 10
2020-21,Tamil Nadu,Tuticorin,2 to 5,2 to 5
2020-21,Tamil Nadu,Vellore,5 to 10,5 to 10
2020-21,Tamil Nadu,Viluppuram,5 to 10,5 to 10
2020-21,Tamil Nadu,Virudhunagar,5 to 10,10 to 20
2020-21,Telangana,Adilabad,2 to 5,5 to 10
2020-21,Telangana,Bhadradri Kothagudem,2 to 5,5 to 10
2020-21,Telangana,Hyderabad,2 to 5,5 to 10
2020-21,Telangana,Jagtial,2 to 5,5 to 10
2020-21,Telangana,Jangaon,2 to 5,10 to 20
2020-21,Telangana,Jayashankar Bhupalpally,2 to 5,10 to 20
2020-21,Telangana,Jogulamba Gadwal,10 to 20,10 to 20
2020-21,Telangana,Kamareddy,2 to 5,10 to 20
2020-21,Telangana,Karimnagar,0 to 2,5 to 10
2020-21,Telangana,Khammam,2 to 5,5 to 10
2020-21,Telangana,Kumuram Bheem,5 to 10,5 to 10
2020-21,Telangana,Mahabubabad,2 to 5,10 to 20
2020-21,Telangana,Mahabubnagar,0 to 2,10 to 20
2020-21,Telangana,Mancherial,2 to 5,5 to 10
2020-21,Telangana,Medak,2 to 5,10 to 20
2020-21,Telangana,Medchal-Malkajgiri,10 to 20,10 to 20
2020-21,Telangana,Mulugu,2 to 5,10 to 20
2020-21,Telangana,Nagarkurnool,10 to 20,10 to 20
2020-21,Telangana,Nalgonda,2 to 5,5 to 10
2020-21,Telangana,Narayanpet,10 to 20,10 to 20
2020-21,Telangana,Nirmal,5 to 10,5 to 10
2020-21,Telangana,Nizamabad,2 to 5,10 to 20
2020-21,Telangana,Peddapalli,2 to 5,5 to 10
2020-21,Telangana,Rajanna Sircilla,2 to 5,5 to 10
2020-21,Telangana,Ranga Reddy,2 to 5,10 to 20
2020-21,Telangana,Sangareddy,10 to 20,20 to 40
2020-21,Telangana,Siddipet,10 to 20,20 to 40
2020-21,Telangana,Suryapet,5 to 10,10 to 20
2020-21,Telangana,Vikarabad,10 to 20,10 to 20
2020-21,Telangana,Wanaparthy,10 to 20,10 to 20
2020-21,Telangana,Warangal Rural,2 to 5,10 to 20
2020-21,Telangana,Warangal Urban,0 to 2,5 to 10
2020-21,Telangana,Yadadri Bhuvangiri,5 to 10,10 to 20
2020-21,Tripura,Dhalai,0 to 2,2 to 5
2020-21,Tripura,Gomati,2 to 5,2 to 5
2020-21,Tripura,Khowai,2 to 5,2 to 5
2020-21,Tripura,North Tripura,0 to 2,2 to 5
2020-21,Tripura,Sipahijala,0 to 2,2 to 5
2020-21,Tripura,South Tripura,2 to 5,2 to 5
2020-21,Tripura,Unakoti,2 to 5,5 to 10
2020-21,Tripura,West Tripura,2 to 5,2 to 5
2020-21,Uttar Pradesh,Agra,10 to 20,10 to 20
2020-21,Uttar Pradesh,Aligarh,5 to 10,5 to 10
2020-21,Uttar Pradesh,Allahabad,2 to 5,10 to 20
2020-21,Uttar Pradesh,Ambedkar Nagar,2 to 5,5 to 10
2020-21,Uttar Pradesh,Amethi,2 to 5,5 to 10
2020-21,Uttar Pradesh,Amroha,10 to 20,10 to 20
2020-21,Uttar Pradesh,Auraiya,5 to 10,5 to 10
2020-21,Uttar Pradesh,Azamgarh,2 to 5,2 to 5
2020-21,Uttar Pradesh,Baghpat,20 to 40,20 to 40
2020-21,Uttar Pradesh,Bahraich,2 to 5,2 to 5
2020-21,Uttar Pradesh,Ballia,0 to 2,5 to 10
2020-21,Uttar Pradesh,Balrampur,2 to 5,2 to 5
2020-21,Uttar Pradesh,Banda,0 to 2,2 to 5
2020-21,Uttar Pradesh,Barabanki,2 to 5,2 to 5
2020-21,Uttar Pradesh,Bareilly,5 to 10,5 to 10
2020-21,Uttar Pradesh,Basti,2 to 5,2 to 5
2020-21,Uttar Pradesh,Bhadohi,10 to 20,10 to 20
2020-21,Uttar Pradesh,Bijnor,10 to 20,10 to 20
2020-21,Uttar Pradesh,Budaun,10 to 20,10 to 20
2020-21,Uttar Pradesh,Bulandshahr,10 to 20,5 to 10
2020-21,Uttar Pradesh,Chandauli,2 to 5,0 to 2
2020-21,Uttar Pradesh,Chitrakoot,5 to 10,5 to 10
2020-21,Uttar Pradesh,Deoria,2 to 5,2 to 5
2020-21,Uttar Pradesh,Etah,5 to 10,5 to 10
2020-21,Uttar Pradesh,Etawah,20 to 40,5 to 10
2020-21,Uttar Pradesh,Faizabad,2 to 5,5 to 10
2020-21,Uttar Pradesh,Farrukhabad,10 to 20,10 to 20
2020-21,Uttar Pradesh,Fatehpur,2 to 5,5 to 10
2020-21,Uttar Pradesh,Firozabad,10 to 20,5 to 10
2020-21,Uttar Pradesh,Gautam Buddha Nagar,20 to 40,10 to 20
2020-21,Uttar Pradesh,Ghaziabad,5 to 10,10 to 20
2020-21,Uttar Pradesh,Ghazipur,2 to 5,2 to 5
2020-21,Uttar Pradesh,Gonda,2 to 5,2 to 5
2020-21,Uttar Pradesh,Gorakhpur,2 to 5,2 to 5
2020-21,Uttar Pradesh,Hamirpur,2 to 5,2 to 5
2020-21,Uttar Pradesh,Hapur,10 to 20,10 to 20
2020-21,Uttar Pradesh,Hardoi,2 to 5,5 to 10
2020-21,Uttar Pradesh,Hathras,5 to 10,10 to 20
2020-21,Uttar Pradesh,Jalaun,5 to 10,2 to 5
2020-21,Uttar Pradesh,Jaunpur,2 to 5,0 to 2
2020-21,Uttar Pradesh,Jhansi,5 to 10,5 to 10
2020-21,Uttar Pradesh,Kannauj,20 to 40,5 to 10
2020-21,Uttar Pradesh,Kanpur Dehat,5 to 10,5 to 10
2020-21,Uttar Pradesh,Kanpur Nagar,5 to 10,2 to 5
2020-21,Uttar Pradesh,Kasganj,5 to 10,5 to 10
2020-21,Uttar Pradesh,Kaushambi,10 to 20,10 to 20
2020-21,Uttar Pradesh,Kushinagar,2 to 5,2 to 5
2020-21,Uttar Pradesh,Lakhimpur Kheri,2 to 5,2 to 5
2020-21,Uttar Pradesh,Lalitpur,5 to 10,5 to 10
2020-21,Uttar Pradesh,Lucknow,10 to 20,10 to 20
2020-21,Uttar Pradesh,Maharajganj,2 to 5,2 to 5
2020-21,Uttar Pradesh,Mahoba,5 to 10,5 to 10
2020-21,Uttar Pradesh,Mainpuri,5 to 10,5 to 10
2020-21,Uttar Pradesh,Mathura,2 to 5,5 to 10
2020-21,Uttar Pradesh,Mau,2 to 5,0 to 2
2020-21,Uttar Pradesh,Meerut,5 to 10,5 to 10
2020-21,Uttar Pradesh,Mirzapur,2 to 5,2 to 5
2020-21,Uttar Pradesh,Moradabad,10 to 20,10 to 20
2020-21,Uttar Pradesh,Muzaffarnagar,10 to 20,20 to 40
2020-21,Uttar Pradesh,Pilibhit,2 to 5,2 to 5
2020-21,Uttar Pradesh,Pratapgarh,2 to 5,5 to 10
2020-21,Uttar Pradesh,Rae Bareli,2 to 5,2 to 5
2020-21,Uttar Pradesh,Rampur,2 to 5,5 to 10
2020-21,Uttar Pradesh,Saharanpur,5 to 10,5 to 10
2020-21,Uttar Pradesh,Sambhal,10 to 20,10 to 20
2020-21,Uttar Pradesh,Sant Kabir Nagar,2 to 5,2 to 5
2020-21,Uttar Pradesh,Sant Ravidas Nagar,2 to 5,5 to 10
2020-21,Uttar Pradesh,Shahjahanpur,5 to 10,5 to 10
2020-21,Uttar Pradesh,Shamli,2 to 5,10 to 20
2020-21,Uttar Pradesh,Shravasti,0 to 2,2 to 5
2020-21,Uttar Pradesh,Siddharth Nagar,2 to 5,2 to 5
2020-21,Uttar Pradesh,Sitapur,2 to 5,2 to 5
2020-21,Uttar Pradesh,Sonbhadra,2 to 5,2 to 5
2020-21,Uttar Pradesh,Sultanpur,2 to 5,5 to 10
2020-21,Uttar Pradesh,Unnao,0 to 2,5 to 10
2020-21,Uttar Pradesh,Varanasi,5 to 10,5 to 10
2020-21,Uttarakhand,Almora,10 to 20,10 to 20
2020-21,Uttarakhand,Bageshwar,10 to 20,10 to 20
2020-21,Uttarakhand,Chamoli,10 to 20,10 to 20
2020-21,Uttarakhand,Champawat,5 to 10,10 to 15
2020-21,Uttarakhand,Dehradun,>15,10 to 15
2020-21,Uttarakhand,Haridwar,0 to 2,5 to 10
2020-21,Uttarakhand,Nainital,>15,>15
2020-21,Uttarakhand,Pauri Garhwal,>15,>15
2020-21,Uttarakhand,Pithoragarh,10 to 20,10 to 20
2020-21,Uttarakhand,Rudraprayag,10 to 20,10 to 20
2020-21,Uttarakhand,Tehri Garhwal,10 to 20,10 to 20
2020-21,Uttarakhand,Udham Singh Nagar,2 to 5,5 to 10
2020-21,Uttarakhand,Uttarkashi,>15,>15
2020-21,West Bengal,Alipurduar,2 to 5,0 to 2
2020-21,West Bengal,Bankura,2 to 5,0 to 2
2020-21,West Bengal,Bardhaman,2 to 5,2 to 5
2020-21,West Bengal,Birbhum,2 to 5,0 to 2
2020-21,West Bengal,Cooch Behar,2 to 5,0 to 2
2020-21,West Bengal,Dakshin Dinajpur,2 to 5,0 to 2
2020-21,West Bengal,Darjeeling,2 to 5,0 to 2
2020-21,West Bengal,Hooghly,10 to 20,10 to 20
2020-21,West Bengal,Howrah,0 to 2,0 to 2
2020-21,West Bengal,Jalpaiguri,2 to 5,0 to 2
2020-21,West Bengal,Jhargram,2 to 5,2 to 5
2020-21,West Bengal,Malda,0 to 2,2 to 5
2020-21,West Bengal,Murshidabad,5 to 10,2 to 5
2020-21,West Bengal,Nadia,2 to 5,2 to 5
2020-21,West Bengal,North 24 Parganas,2 to 5,2 to 5
2020-21,West Bengal,Paschim Barddhaman,0 to 2,0 to 2
2020-21,West Bengal,Paschim Medinipur,10 to 20,10 to 20
2020-21,West Bengal,Purba Barddhaman,5 to 10,5 to 10
2020-21,West Bengal,Purba Medinipur,10 to 20,10 to 20
2020-21,West Bengal,Purulia,2 to 5,2 to 5
2020-21,West Bengal,South 24 Parganas,5 to 10,5 to 10
2020-21,West Bengal,Uttar Dinajpur,2 to 5,2 to 5
